ensg	entr	hgnc	symb	synonym1	synonym2
ENSG00000028277	5452	HGNC:9213	POU2F2	OCT2	OTF2
ENSG00000254887	100505622	HGNC:55512	POU2F2-AS1		
ENSG00000259436	128071540	HGNC:56644	POU2F2-AS2		
ENSG00000137709	25833	HGNC:19864	POU2F3	OCT11	
ENSG00000137709	25833	HGNC:19864	POU2F3	PLA-1	
ENSG00000137709	25833	HGNC:19864	POU2F3	Skn-1a	
ENSG00000137709	25833	HGNC:19864	POU2F3	Epoc-1	
ENSG00000185668	5453	HGNC:9214	POU3F1	OCT6	OTF6
ENSG00000185668	5453	HGNC:9214	POU3F1	SCIP	OTF6
ENSG00000184486	5454	HGNC:9215	POU3F2	POUF3	OTF7
ENSG00000184486	5454	HGNC:9215	POU3F2	BRN2	OTF7
ENSG00000184486	5454	HGNC:9215	POU3F2	OCT7	OTF7
ENSG00000198914	5455	HGNC:9216	POU3F3	BRN1	
ENSG00000198914	5455	HGNC:9216	POU3F3	OTF8	
ENSG00000196767	5456	HGNC:9217	POU3F4	BRN4	DFN3
ENSG00000196767	5456	HGNC:9217	POU3F4	OTF9	DFN3
ENSG00000196767	5456	HGNC:9217	POU3F4	DFNX2	DFN3
ENSG00000152192	5457	HGNC:9218	POU4F1	RDC-1	BRN3A
ENSG00000151615	5458	HGNC:9219	POU4F2	Brn-3b	BRN3B
ENSG00000091010	5459	HGNC:9220	POU4F3	BRN3C	DFNA15
ENSG00000091010	5459	HGNC:9220	POU4F3	BRN3C	DFNA52
ENSG00000091010	5459	HGNC:9220	POU4F3	BRN3C	DFNA42
ENSG00000204531	5460	HGNC:9221	POU5F1	OCT3	OTF3
ENSG00000204531	5460	HGNC:9221	POU5F1	Oct4	OTF3
ENSG00000204531	5460	HGNC:9221	POU5F1	MGC22487	OTF3
ENSG00000204531	5460	HGNC:9221	POU5F1	OCT-4	OTF3
ENSG00000204531	5460	HGNC:9221	POU5F1	Oct3/4	OTF3
ENSG00000212993	5462	HGNC:9223	POU5F1B	OTF3C	OTF3P1
ENSG00000212993	5462	HGNC:9223	POU5F1B	OTF3C	POU5F1P1
ENSG00000253382	100129512	HGNC:33309	POU5F1P2		
ENSG00000235602	642559	HGNC:9222	POU5F1P3	POU5FLC12	OTF3L
ENSG00000235602	642559	HGNC:9222	POU5F1P3	POU5FLC12	POU5F1L
ENSG00000237872	645682	HGNC:33310	POU5F1P4	POU5FLC1	
ENSG00000237872	645682	HGNC:33310	POU5F1P4	Oct4-pg4	
ENSG00000236375	100009667	HGNC:33311	POU5F1P5	Oct4-pg5	
ENSG00000242551	100009668	HGNC:33312	POU5F1P6		
ENSG00000248365	100009669	HGNC:33313	POU5F1P7		
ENSG00000248483	134187	HGNC:26367	POU5F2	SPRM-1	
ENSG00000248483	134187	HGNC:26367	POU5F2	FLJ25680	
ENSG00000184271	5463	HGNC:9224	POU6F1	BRN5	
ENSG00000184271	5463	HGNC:9224	POU6F1	MPOU	
ENSG00000184271	5463	HGNC:9224	POU6F1	TCFB1	
ENSG00000106536	11281	HGNC:21694	POU6F2	RPF-1	
ENSG00000224122	100861520	HGNC:40979	POU6F2-AS1		
ENSG00000233854	100689074	HGNC:21887	POU6F2-AS2	FLJ12971	
ENSG00000213383	151842	HGNC:28884	PP1P		
ENSG00000183977	151649	HGNC:28406	PP2D1	FLJ25449	C3orf48
ENSG00000180817	5464	HGNC:9226	PPA1	SID6-8061	PP
ENSG00000180817	5464	HGNC:9226	PPA1	Ppase	PP
ENSG00000180817	5464	HGNC:9226	PPA1	IOPPP	PP
ENSG00000180817	5464	HGNC:9226	PPA1	PP1	PP
ENSG00000138777	27068	HGNC:28883	PPA2	FLJ20459	
ENSG00000130810	56342	HGNC:9227	PPAN	SSF1	
ENSG00000130810	56342	HGNC:9227	PPAN	SSF2	
ENSG00000130810	56342	HGNC:9227	PPAN	SSF	
ENSG00000130810	56342	HGNC:9227	PPAN	BXDC3	
ENSG00000243207	692312	HGNC:33526	PPAN-P2RY11		
ENSG00000186951	5465	HGNC:9232	PPARA	hPPAR	PPAR
ENSG00000186951	5465	HGNC:9232	PPARA	NR1C1	PPAR
ENSG00000112033	5467	HGNC:9235	PPARD	NUC1	
ENSG00000112033	5467	HGNC:9235	PPARD	NUCII	
ENSG00000112033	5467	HGNC:9235	PPARD	FAAR	
ENSG00000112033	5467	HGNC:9235	PPARD	NR1C2	
ENSG00000112033	5467	HGNC:9235	PPARD	PPARB	
ENSG00000132170	5468	HGNC:9236	PPARG	PPARG1	
ENSG00000132170	5468	HGNC:9236	PPARG	PPARG2	
ENSG00000132170	5468	HGNC:9236	PPARG	NR1C3	
ENSG00000132170	5468	HGNC:9236	PPARG	PPARgamma	
ENSG00000109819	10891	HGNC:9237	PPARGC1A	PGC1	PPARGC1
ENSG00000109819	10891	HGNC:9237	PPARGC1A	PGC1A	PPARGC1
ENSG00000109819	10891	HGNC:9237	PPARGC1A	PGC-1alpha	PPARGC1
ENSG00000109819	10891	HGNC:9237	PPARGC1A	PPARAGCIα	PPARGC1
ENSG00000155846	133522	HGNC:30022	PPARGC1B	PERC	
ENSG00000155846	133522	HGNC:30022	PPARGC1B	PGC1B	
ENSG00000155846	133522	HGNC:30022	PPARGC1B	PPARAGCIβ	
ENSG00000128059	5471	HGNC:9238	PPAT	GPAT	
ENSG00000128059	5471	HGNC:9238	PPAT	PRAT	
ENSG00000241293	100289640	HGNC:9239	PPATP1		
ENSG00000271433	100421601	HGNC:48738	PPATP2		
ENSG00000163736	5473	HGNC:9240	PPBP	SCYB7	THBGB1
ENSG00000163736	5473	HGNC:9240	PPBP	TGB	THBGB1
ENSG00000163736	5473	HGNC:9240	PPBP	NAP-2-L1	THBGB1
ENSG00000163736	5473	HGNC:9240	PPBP	LA-PF4	THBGB1
ENSG00000163736	5473	HGNC:9240	PPBP	MDGF	THBGB1
ENSG00000163736	5473	HGNC:9240	PPBP	LDGF	THBGB1
ENSG00000163736	5473	HGNC:9240	PPBP	Beta-TG	THBGB1
ENSG00000163736	5473	HGNC:9240	PPBP	CTAP3	THBGB1
ENSG00000163736	5473	HGNC:9240	PPBP	CXCL7	THBGB1
ENSG00000163736	5473	HGNC:9240	PPBP	PBP	THBGB1
ENSG00000163736	5473	HGNC:9240	PPBP	b-TG1	THBGB1
ENSG00000163736	5473	HGNC:9240	PPBP	TGB1	THBGB1
ENSG00000163736	5473	HGNC:9240	PPBP	CTAPIII	THBGB1
ENSG00000163736	5473	HGNC:9240	PPBP	NAP-2	THBGB1
ENSG00000250550	728045	HGNC:9241	PPBPP1	TGB2	PPBPL1
ENSG00000248848	10895	HGNC:16981	PPBPP2	SPBPBP	PPBPL2
ENSG00000138621	60490	HGNC:28107	PPCDC	MDS018	
ENSG00000138621	60490	HGNC:28107	PPCDC	FLJ14585	
ENSG00000127125	79717	HGNC:25686	PPCS	FLJ11838	
ENSG00000125534	79144	HGNC:16142	PPDPF	dJ697K14.9	C20orf149
ENSG00000125534	79144	HGNC:16142	PPDPF	exdpf	C20orf149
ENSG00000168333	492307	HGNC:31745	PPDPFL		C8orf22
ENSG00000242613	127379739	HGNC:56491	PPDPFP1		
ENSG00000256963	127379756	HGNC:56492	PPDPFP2		
ENSG00000086717	5475	HGNC:9243	PPEF1	PPP7CA	PPEF
ENSG00000237221	100874004	HGNC:40463	PPEF1-AS1		
ENSG00000156194	5470	HGNC:9244	PPEF2	PPP7CB	
ENSG00000131626	8500	HGNC:9245	PPFIA1	LIP.1	
ENSG00000131626	8500	HGNC:9245	PPFIA1	LIPRIN	
ENSG00000271639	100422710	HGNC:54792	PPFIA1P1		
ENSG00000139220	8499	HGNC:9246	PPFIA2		
ENSG00000257467	102724663	HGNC:53397	PPFIA2-AS1		
ENSG00000177380	8541	HGNC:9247	PPFIA3	KIAA0654	
ENSG00000177380	8541	HGNC:9247	PPFIA3	LPNA3	
ENSG00000177380	8541	HGNC:9247	PPFIA3	MGC126567	
ENSG00000177380	8541	HGNC:9247	PPFIA3	MGC126569	
ENSG00000143847	8497	HGNC:9248	PPFIA4		
ENSG00000110841	8496	HGNC:9249	PPFIBP1	L2	
ENSG00000110841	8496	HGNC:9249	PPFIBP1	hSGT2	
ENSG00000110841	8496	HGNC:9249	PPFIBP1	hSgt2p	
ENSG00000110841	8496	HGNC:9249	PPFIBP1	SGT2	
ENSG00000166387	8495	HGNC:9250	PPFIBP2	Cclp1	
ENSG00000134283	51535	HGNC:19369	PPHLN1		
ENSG00000196262	5478	HGNC:9253	PPIA	CYPA	
ENSG00000263353	653505	HGNC:24369	PPIAL4A	COAS2	PPIAL4
ENSG00000263353	653505	HGNC:24369	PPIAL4A	COAS2	PPIAL4B
ENSG00000288867	653598	HGNC:33995	PPIAL4C		
ENSG00000289549	645142	HGNC:33998	PPIAL4D		
ENSG00000271567	730262	HGNC:33997	PPIAL4E		
ENSG00000279782	728945	HGNC:33999	PPIAL4F		
ENSG00000236334	644591	HGNC:33996	PPIAL4G		
ENSG00000270339	105371242	HGNC:53889	PPIAL4H		
ENSG00000215351	100288185	HGNC:9254	PPIAP1		PPIAP
ENSG00000227379	170537	HGNC:16542	PPIAP2	bA384D7.2	
ENSG00000235044	170539	HGNC:16545	PPIAP3	bA425M5.2	
ENSG00000258591	122552	HGNC:19935	PPIAP4		
ENSG00000258996	122842	HGNC:20027	PPIAP5		
ENSG00000258477	319128	HGNC:20028	PPIAP6		
ENSG00000173810	5489	HGNC:9270	PPIAP7		PPIP7
ENSG00000225185	341457	HGNC:9271	PPIAP8		PPIP8
ENSG00000219797	5491	HGNC:9272	PPIAP9	Em:AC006046.3	PPIP9
ENSG00000224530	140913	HGNC:9264	PPIAP10	CRP	PPIAL2
ENSG00000224530	140913	HGNC:9264	PPIAP10	CRP	PPIP10
ENSG00000251495	5483	HGNC:9263	PPIAP11		PPIP1
ENSG00000237882	5485	HGNC:9266	PPIAP13		PPIP3
ENSG00000264775	5486	HGNC:9267	PPIAP14		PPIP4
ENSG00000244196	5487	HGNC:9268	PPIAP15		PPIP5
ENSG00000213509	5488	HGNC:9269	PPIAP16		PPIP6
ENSG00000225622	170540	HGNC:16334	PPIAP17	bA494B22.1	PPIP11
	729673	HGNC:32454	PPIAP18		
ENSG00000228169	390006	HGNC:31663	PPIAP19	bA108K1.2	
ENSG00000235686	100500737	HGNC:38037	PPIAP20		
ENSG00000226038	170536	HGNC:16246	PPIAP21	dJ269M15.1	PPIAL
ENSG00000198618	653214	HGNC:17236	PPIAP22	PPIA3L	PPIAL3
ENSG00000214178	390419	HGNC:39268	PPIAP23		
ENSG00000174408	122335	HGNC:39269	PPIAP24		
ENSG00000229303	647085	HGNC:39270	PPIAP25		
ENSG00000150276	121981	HGNC:39271	PPIAP26		
ENSG00000234363	100874405	HGNC:42646	PPIAP27		
ENSG00000226633	390378	HGNC:39902	PPIAP28		
ENSG00000214975	134997	HGNC:43021	PPIAP29		
ENSG00000206448	100192204	HGNC:44878	PPIAP30		
ENSG00000217094	439953	HGNC:44962	PPIAP31		
ENSG00000233319	101927399	HGNC:49531	PPIAP32		
ENSG00000178654	392285	HGNC:49752	PPIAP33		
ENSG00000234397	101060363	HGNC:53658	PPIAP34		
ENSG00000232369	128192	HGNC:53659	PPIAP35		
ENSG00000236872	111082961	HGNC:53660	PPIAP36		
ENSG00000226003	111082976	HGNC:53661	PPIAP37		
ENSG00000233477	111082962	HGNC:53662	PPIAP38		
ENSG00000230018	111082963	HGNC:53663	PPIAP39		
ENSG00000230593	107984349	HGNC:53664	PPIAP40		
ENSG00000254463	111082977	HGNC:53665	PPIAP41		
ENSG00000213592	100507231	HGNC:53666	PPIAP42		
ENSG00000255059	440063	HGNC:53667	PPIAP43		
ENSG00000258118	111082964	HGNC:53668	PPIAP44		
ENSG00000258116	100506099	HGNC:53669	PPIAP45		
ENSG00000260266	729739	HGNC:53670	PPIAP46		
ENSG00000260815	391532	HGNC:53671	PPIAP47		
ENSG00000260187	111082978	HGNC:53672	PPIAP48		
ENSG00000260471	111082973	HGNC:53673	PPIAP49		
ENSG00000261330	111082974	HGNC:53674	PPIAP50		
ENSG00000260229	729313	HGNC:53675	PPIAP51		
ENSG00000270606	111082965	HGNC:53676	PPIAP52		
ENSG00000223878	649873	HGNC:53677	PPIAP53		
ENSG00000264655	390791	HGNC:53678	PPIAP54		
ENSG00000228979	342541	HGNC:53679	PPIAP55		
ENSG00000267663	101927689	HGNC:53680	PPIAP56		
ENSG00000266809	111082979	HGNC:53681	PPIAP57		
ENSG00000267258	126170	HGNC:53682	PPIAP58		
ENSG00000228674	390956	HGNC:53683	PPIAP59		
ENSG00000226961	107985791	HGNC:53684	PPIAP60		
	112268435	HGNC:53685	PPIAP61		
ENSG00000226473	101928610	HGNC:53686	PPIAP62		
ENSG00000231570	111082966	HGNC:53687	PPIAP63		
ENSG00000236259	100287361	HGNC:53688	PPIAP64		
ENSG00000233428	111082980	HGNC:53689	PPIAP65		
ENSG00000226131	643997	HGNC:53690	PPIAP66		
ENSG00000237260	111082981	HGNC:53691	PPIAP67		
ENSG00000213739	111082967	HGNC:53692	PPIAP68		
ENSG00000228337	111082982	HGNC:53693	PPIAP69		
ENSG00000232407	100506946	HGNC:53694	PPIAP70		
ENSG00000244183	107986014	HGNC:53695	PPIAP71		
ENSG00000174715	256374	HGNC:53696	PPIAP72		
ENSG00000182000	391587	HGNC:53697	PPIAP73		
ENSG00000220343	131055	HGNC:53698	PPIAP74		
ENSG00000271131	111082968	HGNC:53699	PPIAP75		
ENSG00000250484	111082983	HGNC:53700	PPIAP76		
ENSG00000249092	402213	HGNC:53701	PPIAP77		
ENSG00000234838	202227	HGNC:53702	PPIAP78		
ENSG00000214853	100289244	HGNC:53703	PPIAP79		
ENSG00000174495	402644	HGNC:53704	PPIAP80		
ENSG00000213548	107986732	HGNC:53705	PPIAP81		
ENSG00000213455	442713	HGNC:53706	PPIAP82		
ENSG00000242978	111082969	HGNC:53707	PPIAP83		
ENSG00000254152	111082984	HGNC:53708	PPIAP84		
ENSG00000254103	110596867	HGNC:53709	PPIAP85		
ENSG00000213873	111082970	HGNC:53710	PPIAP86		
ENSG00000219149	392352	HGNC:53711	PPIAP87		
ENSG00000227350	111082971	HGNC:53712	PPIAP88		
ENSG00000223819	442460	HGNC:53713	PPIAP89		
ENSG00000234557	111082985	HGNC:53714	PPIAP90		
ENSG00000228728	111082972	HGNC:53715	PPIAP91		
ENSG00000227847	116435287	HGNC:54634	PPIAP93		
ENSG00000166794	5479	HGNC:9255	PPIB	CYPB	
ENSG00000166794	5479	HGNC:9255	PPIB	OI9	
ENSG00000166794	5479	HGNC:9255	PPIB	PPIase	
ENSG00000166794	5479	HGNC:9255	PPIB	B	
ENSG00000166794	5479	HGNC:9255	PPIB	CYP-S1	
ENSG00000166794	5479	HGNC:9255	PPIB	SCYLP	
ENSG00000168938	5480	HGNC:9256	PPIC	CYPC	
ENSG00000249996	107986447	HGNC:40464	PPIC-AS1		
ENSG00000171497	5481	HGNC:9257	PPID	CYP-40	
ENSG00000171497	5481	HGNC:9257	PPID	CypD	
ENSG00000084072	10450	HGNC:9258	PPIE	CyP-33	
ENSG00000084072	10450	HGNC:9258	PPIE	MGC3736	
ENSG00000084072	10450	HGNC:9258	PPIE	MGC111222	
ENSG00000243970	728448	HGNC:33195	PPIEL	PPIEP1	
ENSG00000108179	10105	HGNC:9259	PPIF	hCyP3	
ENSG00000108179	10105	HGNC:9259	PPIF	Cyp-D	
ENSG00000108179	10105	HGNC:9259	PPIF	CypD	
ENSG00000138398	9360	HGNC:14650	PPIG	CARS-Cyp	
ENSG00000138398	9360	HGNC:14650	PPIG	SRCyp	
ENSG00000138398	9360	HGNC:14650	PPIG	SCAF10	
	100131033	HGNC:34231	PPIGP1		
ENSG00000171960	10465	HGNC:14651	PPIH	USA-CYP	
ENSG00000171960	10465	HGNC:14651	PPIH	CYP-20	
ENSG00000171960	10465	HGNC:14651	PPIH	SnuCyp-20	
ENSG00000171960	10465	HGNC:14651	PPIH	CYPH	
ENSG00000171960	10465	HGNC:14651	PPIH	MGC5016	
ENSG00000230911	246731	HGNC:31355	PPIHP1		
ENSG00000220541	404199	HGNC:31356	PPIHP2		
ENSG00000137168	51645	HGNC:9260	PPIL1	CYPL1	
ENSG00000237951	150947	HGNC:20865	PPIL1P1		
ENSG00000100023	23759	HGNC:9261	PPIL2	UBOX7	
ENSG00000100023	23759	HGNC:9261	PPIL2	CYC4	
ENSG00000100023	23759	HGNC:9261	PPIL2	Cyp-60	
ENSG00000240344	53938	HGNC:9262	PPIL3	CyPJ	
ENSG00000131013	85313	HGNC:15702	PPIL4		
ENSG00000185250	285755	HGNC:21557	PPIL6	bA425D10.6	
ENSG00000185250	285755	HGNC:21557	PPIL6	MGC41939	
ENSG00000185250	285755	HGNC:21557	PPIL6	dJ919F19.1	
ENSG00000185250	285755	HGNC:21557	PPIL6	RSPH12	
ENSG00000168781	9677	HGNC:29023	PPIP5K1	KIAA0377	HISPPD2A
ENSG00000168781	9677	HGNC:29023	PPIP5K1	IPS1	HISPPD2A
ENSG00000168781	9677	HGNC:29023	PPIP5K1	VIP1	HISPPD2A
	554224	HGNC:32373	PPIP5K1P1	HISPPD2BP	HISPPD2B
	554224	HGNC:32373	PPIP5K1P1	KIAA0377P	HISPPD2B
ENSG00000145725	23262	HGNC:29035	PPIP5K2	KIAA0433	HISPPD1
ENSG00000145725	23262	HGNC:29035	PPIP5K2	KIAA0433	DFNB100
ENSG00000145725	23262	HGNC:29035	PPIP5K2	VIP2	HISPPD1
ENSG00000145725	23262	HGNC:29035	PPIP5K2	VIP2	DFNB100
ENSG00000145725	23262	HGNC:29035	PPIP5K2	CFAP160	HISPPD1
ENSG00000145725	23262	HGNC:29035	PPIP5K2	CFAP160	DFNB100
ENSG00000118898	5493	HGNC:9273	PPL		
ENSG00000100614	5494	HGNC:9275	PPM1A	MGC9201	
ENSG00000100614	5494	HGNC:9275	PPM1A	PP2Calpha	
ENSG00000100614	5494	HGNC:9275	PPM1A	PP2CA	
ENSG00000250483	137012	HGNC:30175	PPM1AP1		
ENSG00000138032	5495	HGNC:9276	PPM1B	PPC2BETAX	
ENSG00000138032	5495	HGNC:9276	PPM1B	PP2CB	
ENSG00000138032	5495	HGNC:9276	PPM1B	PP2CBETA	
ENSG00000273106	118568818	HGNC:55161	PPM1B-DT		
ENSG00000170836	8493	HGNC:9277	PPM1D	Wip1	
ENSG00000170836	8493	HGNC:9277	PPM1D	PP2C-DELTA	
ENSG00000175175	22843	HGNC:19322	PPM1E	POPX1	
ENSG00000175175	22843	HGNC:19322	PPM1E	KIAA1072	
ENSG00000175175	22843	HGNC:19322	PPM1E	PP2CH	
ENSG00000175175	22843	HGNC:19322	PPM1E	CaMKP-N	
ENSG00000100034	9647	HGNC:19388	PPM1F	FEM-2	
ENSG00000100034	9647	HGNC:19388	PPM1F	KIAA0015	
ENSG00000100034	9647	HGNC:19388	PPM1F	POPX2	
ENSG00000100034	9647	HGNC:19388	PPM1F	CaMKPase	
ENSG00000100034	9647	HGNC:19388	PPM1F	CAMKP	
ENSG00000224086	100286925	HGNC:40888	PPM1F-AS1		
ENSG00000115241	5496	HGNC:9278	PPM1G	PP2CG	
ENSG00000115241	5496	HGNC:9278	PPM1G	PP2Cgamma	
ENSG00000111110	57460	HGNC:18583	PPM1H	KIAA1157	ARHCL1
ENSG00000111110	57460	HGNC:18583	PPM1H	FLJ13253	ARHCL1
ENSG00000111110	57460	HGNC:18583	PPM1H	NERPP-2C	ARHCL1
ENSG00000155367	333926	HGNC:20785	PPM1J	FLJ35951	
ENSG00000155367	333926	HGNC:20785	PPM1J	MGC19531	
ENSG00000155367	333926	HGNC:20785	PPM1J	DKFZp434P1514	
ENSG00000155367	333926	HGNC:20785	PPM1J	PP2Czeta	
ENSG00000155367	333926	HGNC:20785	PPM1J	PPP2CZ	
ENSG00000261595	105378910	HGNC:55355	PPM1J-DT		
ENSG00000163644	152926	HGNC:25415	PPM1K	DKFZp761G058	
ENSG00000163644	152926	HGNC:25415	PPM1K	PP2Ckappa	
ENSG00000163644	152926	HGNC:25415	PPM1K	hPTMP	
ENSG00000163644	152926	HGNC:25415	PPM1K	PP2Cm	
ENSG00000163644	152926	HGNC:25415	PPM1K	BDP	
ENSG00000246375	105369192	HGNC:54093	PPM1K-DT		
ENSG00000163590	151742	HGNC:16381	PPM1L	PP2CE	
ENSG00000260572	119863869	HGNC:55390	PPM1L-DT		
ENSG00000164088	132160	HGNC:26506	PPM1M	PP2Ceta	
ENSG00000164088	132160	HGNC:26506	PPM1M	FLJ32332	
ENSG00000213889	147699	HGNC:26845	PPM1N	FLJ40125	
ENSG00000214517	51400	HGNC:30178	PPME1	PME-1	
ENSG00000214517	51400	HGNC:30178	PPME1	ABDH19	
ENSG00000143224	5498	HGNC:9280	PPOX	PPO	VP
ENSG00000172531	5499	HGNC:9281	PPP1CA	PP1A	PPP1A
ENSG00000172531	5499	HGNC:9281	PPP1CA	PP-1A	PPP1A
ENSG00000172531	5499	HGNC:9281	PPP1CA	PP1alpha	PPP1A
ENSG00000213639	5500	HGNC:9282	PPP1CB	PP1B	
ENSG00000213639	5500	HGNC:9282	PPP1CB	PP-1B	
ENSG00000213639	5500	HGNC:9282	PPP1CB	PP1beta	
ENSG00000213639	5500	HGNC:9282	PPP1CB	PP1c	
ENSG00000213639	5500	HGNC:9282	PPP1CB	MP	
ENSG00000213639	5500	HGNC:9282	PPP1CB	PPP1beta	
ENSG00000226833	112267877	HGNC:55829	PPP1CB-DT		
ENSG00000186298	5501	HGNC:9283	PPP1CC	PP1C	
ENSG00000186298	5501	HGNC:9283	PPP1CC	PP1gamma	
ENSG00000135447	5502	HGNC:9286	PPP1R1A		
ENSG00000255255	94304	HGNC:16316	PPP1R1AP1		
ENSG00000261084	100129627	HGNC:16317	PPP1R1AP2		
ENSG00000131771	84152	HGNC:9287	PPP1R1B	DARPP-32	
ENSG00000131771	84152	HGNC:9287	PPP1R1B	FLJ20940	
ENSG00000150722	151242	HGNC:14940	PPP1R1C	Inhibitor-1-like	
ENSG00000184203	5504	HGNC:9288	PPP1R2	IPP2	
ENSG00000184203	5504	HGNC:9288	PPP1R2	PPP1R2A	
ENSG00000231989	153743	HGNC:16318	PPP1R2B	MGC87149	PPP1R2P3
ENSG00000102055	80316	HGNC:16324	PPP1R2C	I-4	PPP1R2P9
ENSG00000234515	100507444	HGNC:9289	PPP1R2P1	IPP-2P	PPP1R2P
ENSG00000234008	54036	HGNC:9290	PPP1R2P2		
ENSG00000241353	728970	HGNC:16319	PPP1R2P4		
ENSG00000229360	649489	HGNC:16320	PPP1R2P5		
ENSG00000241661	100130972	HGNC:16321	PPP1R2P6		
	94310	HGNC:16323	PPP1R2P8		
ENSG00000213232	100128626	HGNC:42008	PPP1R2P10		
ENSG00000154415	5506	HGNC:9291	PPP1R3A	GM	PPP1R3
ENSG00000173281	79660	HGNC:14942	PPP1R3B	GL	
ENSG00000173281	79660	HGNC:14942	PPP1R3B	FLJ14005	
ENSG00000173281	79660	HGNC:14942	PPP1R3B	PPP1R4	
ENSG00000248538	102724880	HGNC:56150	PPP1R3B-DT	AC02278.4	
ENSG00000248538	102724880	HGNC:56150	PPP1R3B-DT	RP11-10A14.5	
ENSG00000248538	102724880	HGNC:56150	PPP1R3B-DT	AP000695.2	
ENSG00000119938	5507	HGNC:9293	PPP1R3C	PTG	PPP1R5
ENSG00000132825	5509	HGNC:9294	PPP1R3D		PPP1R6
ENSG00000235194	90673	HGNC:14943	PPP1R3E	FLJ00089	
ENSG00000049769	89801	HGNC:14944	PPP1R3F	Hb2E	
ENSG00000219607	648791	HGNC:14945	PPP1R3G		
ENSG00000115685	5510	HGNC:9295	PPP1R7	sds22	
ENSG00000117751	5511	HGNC:9296	PPP1R8	ard-1	
ENSG00000117751	5511	HGNC:9296	PPP1R8	NIPP-1	
ENSG00000117751	5511	HGNC:9296	PPP1R8	PRO2047	
ENSG00000117751	5511	HGNC:9296	PPP1R8	ARD1	
ENSG00000117751	5511	HGNC:9296	PPP1R8	NIPP1	
ENSG00000224986	5512	HGNC:9297	PPP1R8P1		PPP1R8P
ENSG00000158528	55607	HGNC:14946	PPP1R9A	Neurabin-I	
ENSG00000158528	55607	HGNC:14946	PPP1R9A	KIAA1222	
ENSG00000158528	55607	HGNC:14946	PPP1R9A	FLJ20068	
ENSG00000236197	105375405	HGNC:40696	PPP1R9A-AS1		
ENSG00000108819	84687	HGNC:9298	PPP1R9B	Spn	PPP1R6
ENSG00000108819	84687	HGNC:9298	PPP1R9B	Spn	PPP1R9
ENSG00000108819	84687	HGNC:9298	PPP1R9B	SPINO	PPP1R6
ENSG00000108819	84687	HGNC:9298	PPP1R9B	SPINO	PPP1R9
ENSG00000204569	5514	HGNC:9284	PPP1R10	PNUTS	
ENSG00000204569	5514	HGNC:9284	PPP1R10	FB19	
ENSG00000204569	5514	HGNC:9284	PPP1R10	CAT53	
ENSG00000204569	5514	HGNC:9284	PPP1R10	p99	
ENSG00000255352	100422381	HGNC:16325	PPP1R10P1		PPP1R10P
ENSG00000204619	6992	HGNC:9285	PPP1R11	HCGV	TCTE5
ENSG00000204619	6992	HGNC:9285	PPP1R11	Tctex5	TCTE5
ENSG00000204619	6992	HGNC:9285	PPP1R11	HCG-V	TCTE5
ENSG00000204619	6992	HGNC:9285	PPP1R11	CFAP255	TCTE5
ENSG00000236216	94297	HGNC:16326	PPP1R11P1		
ENSG00000231765	94298	HGNC:16327	PPP1R11P2		
ENSG00000058272	4659	HGNC:7618	PPP1R12A	MBS	MYPT1
ENSG00000058272	4659	HGNC:7618	PPP1R12A	M130	MYPT1
ENSG00000257557	105369865	HGNC:51903	PPP1R12A-AS1	R12A-AS1	
ENSG00000258048	105369864	HGNC:55456	PPP1R12A-AS2		
ENSG00000077157	4660	HGNC:7619	PPP1R12B	MGC87886	MYPT2
ENSG00000077157	4660	HGNC:7619	PPP1R12B	MGC131980	MYPT2
ENSG00000077157	4660	HGNC:7619	PPP1R12B	PP1bp55	MYPT2
ENSG00000229238	360021	HGNC:18498	PPP1R12BP1	PPP1R12BPY1	PPP1R12BP
ENSG00000205936	360020	HGNC:23970	PPP1R12BP2		
ENSG00000125503	54776	HGNC:14947	PPP1R12C	DKFZP434D0412	LENG3
ENSG00000125503	54776	HGNC:14947	PPP1R12C	p84	LENG3
ENSG00000125503	54776	HGNC:14947	PPP1R12C	MBS85	LENG3
ENSG00000125503	54776	HGNC:14947	PPP1R12C	p85	LENG3
ENSG00000125503	54776	HGNC:14947	PPP1R12C	AAVS1	LENG3
ENSG00000088808	23368	HGNC:14950	PPP1R13B	p53BP2-like	
ENSG00000088808	23368	HGNC:14950	PPP1R13B	KIAA0771	
ENSG00000088808	23368	HGNC:14950	PPP1R13B	p85	
ENSG00000088808	23368	HGNC:14950	PPP1R13B	ASPP1	
ENSG00000258735	145216	HGNC:27069	PPP1R13B-DT	HITT	LINC00637
ENSG00000104881	10848	HGNC:18838	PPP1R13L	RAI	
ENSG00000104881	10848	HGNC:18838	PPP1R13L	IASPP	
ENSG00000167641	94274	HGNC:14871	PPP1R14A	CPI-17	PPP1INL
ENSG00000173457	26472	HGNC:9057	PPP1R14B	SOM172	PLCB3N
ENSG00000173457	26472	HGNC:9057	PPP1R14B	PNG	PLCB3N
ENSG00000173457	26472	HGNC:9057	PPP1R14B	PHI-1	PLCB3N
ENSG00000256940	105369340	HGNC:54233	PPP1R14B-AS1		
	50516	HGNC:9058	PPP1R14BP1		PLCB3NP
ENSG00000213082	729406	HGNC:16329	PPP1R14BP2		
ENSG00000179967	100507617	HGNC:16330	PPP1R14BP3		
ENSG00000270889	94302	HGNC:16331	PPP1R14BP4		
